RESERVATION_NO,Permit_No,DATE_,TIME_FROM,TIME_TO,SEX_,AGE_,assembly_POINT,GATE_INTR,Permit_KIND
478523237,942818241,9/6/2021,6:00 PM,9:00 PM,MALE,82,الشبيكه,باب الملك عبدالعزيز,أداء عمرة
478523238,942818242,9/6/2021,6:00 PM,9:00 PM,MALE,92,الشبيكه,باب الملك عبدالعزيز,أداء عمرة
478523239,942818243,9/6/2021,6:00 PM,9:00 PM,MALE,72,الشبيكه,باب الملك عبدالعزيز,أداء عمرة
478523240,942818244,9/6/2021,6:00 PM,9:00 PM,FEMALE,42,موقف كدي,باب الملك عبدالعزيز,أداء عمرة
478523241,942818245,9/6/2021,6:00 PM,9:00 PM,MALE,56,موقف الجمرات,باب أجياد,أداء عمرة
478523242,942818246,9/6/2021,6:00 PM,9:00 PM,FEMALE,54,موقف الجمرات,باب أجياد,أداء عمرة
478523243,942818247,9/6/2021,6:00 PM,9:00 PM,MALE,25,موقف الجمرات,باب أجياد,أداء عمرة
478523244,942818248,9/6/2021,6:00 PM,9:00 PM,MALE,35,موقف الجمرات,باب أجياد,أداء عمرة
478523245,942818249,9/6/2021,6:00 PM,9:00 PM,MALE,78,الشبيكه,باب أجياد,أداء عمرة
478523246,942818250,9/6/2021,6:00 PM,9:00 PM,MALE,95,الشبيكه,باب أجياد,أداء عمرة
478523247,942818251,9/6/2021,6:00 PM,9:00 PM,MALE,24,الشبيكه,باب أجياد,أداء عمرة
478523248,942818252,9/6/2021,6:00 PM,9:00 PM,FEMALE,85,الشبيكه,باب أجياد,أداء عمرة
478523249,942818253,9/6/2021,6:00 PM,9:00 PM,MALE,97,الشبيكه,باب أجياد,أداء عمرة
478523250,942818254,9/6/2021,6:00 PM,9:00 PM,FEMALE,54,الشبيكه,باب أجياد,أداء عمرة
478523251,942818255,9/6/2021,6:00 PM,9:00 PM,MALE,77,الشبيكه,باب أجياد,أداء عمرة
478523252,942818256,9/6/2021,6:00 PM,9:00 PM,MALE,23,الشبيكه,باب أجياد,أداء عمرة
478523253,942818257,9/6/2021,6:00 PM,9:00 PM,MALE,24,الشبيكه,باب أجياد,أداء عمرة
478523254,942818258,9/6/2021,6:00 PM,9:00 PM,MALE,25,الشبيكه,باب أجياد,أداء عمرة
478523255,942818259,9/6/2021,6:00 PM,9:00 PM,MALE,26,الشبيكه,باب أجياد,أداء عمرة
478523256,942818260,9/6/2021,6:00 PM,9:00 PM,FEMALE,55,الشبيكه,باب أجياد,أداء عمرة
478523257,942818261,9/6/2021,6:00 PM,9:00 PM,MALE,22,موقف كدي,باب أجياد,أداء عمرة
478523258,942818262,9/6/2021,6:00 PM,9:00 PM,FEMALE,40,موقف كدي,باب أجياد,الصلاة في المسجد الحرام
478523259,942818263,9/6/2021,6:00 PM,9:00 PM,MALE,46,موقف الجمرات,باب أجياد,الصلاة في المسجد الحرام
478523260,942818264,9/6/2021,6:00 PM,9:00 PM,MALE,44,موقف الجمرات,باب أجياد,الصلاة في المسجد الحرام
478523261,942818265,9/6/2021,6:00 PM,9:00 PM,MALE,58,موقف الجمرات,باب أجياد,الصلاة في المسجد الحرام
478523262,942818266,9/6/2021,6:00 PM,9:00 PM,MALE,65,موقف الجمرات,باب أجياد,الصلاة في المسجد الحرام
478523263,942818267,9/6/2021,6:00 PM,9:00 PM,MALE,57,الشبيكه,باب أجياد,الصلاة في المسجد الحرام
478523264,942818268,9/6/2021,6:00 PM,9:00 PM,FEMALE,58,الشبيكه,باب أجياد,الصلاة في المسجد الحرام
478523265,942818269,9/6/2021,6:00 PM,9:00 PM,MALE,60,الشبيكه,باب أجياد,الصلاة في المسجد الحرام
478523266,942818270,9/6/2021,6:00 PM,9:00 PM,FEMALE,55,الشبيكه,باب أجياد,أداء عمرة
478523267,942818271,9/6/2021,6:00 PM,9:00 PM,MALE,22,الشبيكه,باب أجياد,أداء عمرة
478523268,942818272,9/6/2021,6:00 PM,9:00 PM,MALE,19,الشبيكه,باب أجياد,أداء عمرة
478523269,942818273,9/6/2021,6:00 PM,9:00 PM,MALE,37,الشبيكه,باب أجياد,أداء عمرة
478523270,942818274,9/6/2021,6:00 PM,9:00 PM,MALE,77,الشبيكه,باب أجياد,أداء عمرة
478523271,942818275,9/6/2021,6:00 PM,9:00 PM,MALE,45,الشبيكه,باب أجياد,أداء عمرة
478523272,942818276,9/6/2021,6:00 PM,9:00 PM,FEMALE,75,الشبيكه,باب أجياد,أداء عمرة
478523273,942818277,9/6/2021,6:00 PM,9:00 PM,MALE,65,الشبيكه,باب أجياد,أداء عمرة
478523274,942818278,9/6/2021,6:00 PM,9:00 PM,FEMALE,27,الشبيكه,باب أجياد,أداء عمرة
478523275,942818279,9/6/2021,6:00 PM,9:00 PM,MALE,28,موقف كدي,باب أجياد,أداء عمرة
478523276,942818280,9/6/2021,6:00 PM,9:00 PM,MALE,57,موقف كدي,باب أجياد,أداء عمرة
478523277,942818281,9/6/2021,6:00 PM,9:00 PM,MALE,58,موقف كدي,باب أجياد,أداء عمرة
478523278,942818282,9/6/2021,6:00 PM,9:00 PM,MALE,60,موقف كدي,باب أجياد,أداء عمرة
478523279,942818283,9/6/2021,6:00 PM,9:00 PM,MALE,55,موقف كدي,باب أجياد,أداء عمرة
478523280,942818284,9/6/2021,6:00 PM,9:00 PM,FEMALE,22,موقف كدي,باب أجياد,أداء عمرة
478523281,942818285,9/6/2021,6:00 PM,9:00 PM,MALE,19,موقف كدي,باب أجياد,أداء عمرة
478523282,942818286,9/6/2021,6:00 PM,9:00 PM,FEMALE,37,موقف كدي,باب أجياد,أداء عمرة
478523283,942818287,9/6/2021,6:00 PM,9:00 PM,MALE,77,موقف كدي,باب أجياد,أداء عمرة
478523284,942818288,9/6/2021,6:00 PM,9:00 PM,MALE,23,موقف كدي,باب أجياد,أداء عمرة
478523285,942818289,9/6/2021,6:00 PM,9:00 PM,MALE,24,موقف كدي,باب أجياد,أداء عمرة
478523286,942818290,9/6/2021,6:00 PM,9:00 PM,MALE,25,موقف كدي,باب أجياد,أداء عمرة
478523287,942818291,9/6/2021,6:00 PM,9:00 PM,MALE,26,موقف كدي,باب أجياد,أداء عمرة
478523288,942818292,9/6/2021,6:00 PM,9:00 PM,FEMALE,62,موقف كدي,باب أجياد,أداء عمرة
478523289,942818293,9/6/2021,6:00 PM,9:00 PM,MALE,52,موقف كدي,باب أجياد,أداء عمرة
478523290,942818294,9/6/2021,6:00 PM,9:00 PM,FEMALE,82,موقف كدي,باب أجياد,أداء عمرة
478523291,942818295,9/6/2021,6:00 PM,9:00 PM,MALE,92,موقف كدي,باب أجياد,أداء عمرة
478523292,942818296,9/6/2021,6:00 PM,9:00 PM,MALE,72,موقف كدي,باب أجياد,أداء عمرة
478523293,942818297,9/6/2021,6:00 PM,9:00 PM,MALE,42,موقف كدي,باب أجياد,أداء عمرة
478523294,942818298,9/6/2021,6:00 PM,9:00 PM,MALE,56,موقف كدي,باب أجياد,أداء عمرة
478523295,942818299,9/6/2021,6:00 PM,9:00 PM,MALE,54,موقف كدي,باب أجياد,أداء عمرة
478523296,942818300,9/6/2021,6:00 PM,9:00 PM,FEMALE,25,موقف كدي,باب أجياد,أداء عمرة
478523297,942818301,9/6/2021,6:00 PM,9:00 PM,MALE,35,موقف كدي,باب أجياد,أداء عمرة
478523298,942818302,9/6/2021,6:00 PM,9:00 PM,FEMALE,78,موقف كدي,باب أجياد,أداء عمرة
478523299,942818303,9/6/2021,6:00 PM,9:00 PM,MALE,95,موقف كدي,باب أجياد,أداء عمرة
478523300,942818304,9/6/2021,6:00 PM,9:00 PM,MALE,24,موقف كدي,باب أجياد,أداء عمرة
478523301,942818305,9/6/2021,6:00 PM,9:00 PM,MALE,85,موقف كدي,باب أجياد,أداء عمرة
478523302,942818306,9/6/2021,6:00 PM,9:00 PM,MALE,97,موقف كدي,باب أجياد,أداء عمرة
478523303,942818307,9/6/2021,6:00 PM,9:00 PM,MALE,54,موقف كدي,باب أجياد,أداء عمرة
478523304,942818308,9/6/2021,6:00 PM,9:00 PM,FEMALE,65,موقف كدي,باب أجياد,أداء عمرة
478523305,942818309,9/6/2021,6:00 PM,9:00 PM,MALE,25,موقف كدي,باب أجياد,أداء عمرة
478523306,942818310,9/6/2021,6:00 PM,9:00 PM,FEMALE,34,موقف كدي,باب أجياد,أداء عمرة
478523307,942818311,9/6/2021,6:00 PM,9:00 PM,MALE,65,موقف الأمير متعب,باب أجياد,أداء عمرة
478523308,942818312,9/6/2021,6:00 PM,9:00 PM,MALE,98,موقف الأمير متعب,باب أجياد,أداء عمرة
478523309,942818313,9/6/2021,6:00 PM,9:00 PM,MALE,65,موقف الأمير متعب,باب أجياد,أداء عمرة
478523310,942818314,9/6/2021,6:00 PM,9:00 PM,MALE,27,موقف الأمير متعب,باب أجياد,الصلاة في المسجد الحرام
478523311,942818315,9/6/2021,6:00 PM,9:00 PM,MALE,28,موقف الأمير متعب,باب أجياد,الصلاة في المسجد الحرام
478523312,942818316,9/6/2021,6:00 PM,9:00 PM,FEMALE,57,موقف الأمير متعب,باب أجياد,الصلاة في المسجد الحرام
478523313,942818317,9/6/2021,6:00 PM,9:00 PM,MALE,58,موقف الأمير متعب,باب أجياد,الصلاة في المسجد الحرام
478523314,942818318,9/6/2021,6:00 PM,9:00 PM,FEMALE,60,موقف الأمير متعب,باب أجياد,الصلاة في المسجد الحرام
478523315,942818319,9/6/2021,6:00 PM,9:00 PM,MALE,55,موقف الأمير متعب,باب أجياد,الصلاة في المسجد الحرام
478523316,942818320,9/6/2021,6:00 PM,9:00 PM,MALE,22,موقف الأمير متعب,باب أجياد,الصلاة في المسجد الحرام
478523317,942818321,9/6/2021,6:00 PM,9:00 PM,MALE,19,موقف الأمير متعب,باب أجياد,الصلاة في المسجد الحرام
478523318,942818322,9/6/2021,6:00 PM,9:00 PM,MALE,37,موقف الأمير متعب,باب أجياد,أداء عمرة
478523319,942818323,9/6/2021,6:00 PM,9:00 PM,MALE,77,موقف الأمير متعب,باب أجياد,أداء عمرة
478523320,942818324,9/6/2021,6:00 PM,9:00 PM,FEMALE,23,موقف الأمير متعب,باب أجياد,أداء عمرة
478523321,942818325,9/6/2021,6:00 PM,9:00 PM,MALE,24,موقف الأمير متعب,باب أجياد,أداء عمرة
478523322,942818326,9/6/2021,6:00 PM,9:00 PM,FEMALE,25,موقف الأمير متعب,باب أجياد,أداء عمرة
478523323,942818327,9/6/2021,6:00 PM,9:00 PM,MALE,26,موقف الأمير متعب,باب أجياد,أداء عمرة
478523324,942818328,9/6/2021,6:00 PM,9:00 PM,MALE,62,موقف الأمير متعب,باب أجياد,أداء عمرة
478523325,942818329,9/6/2021,6:00 PM,9:00 PM,MALE,52,موقف الجمرات,باب أجياد,أداء عمرة
478523326,942818330,9/6/2021,6:00 PM,9:00 PM,MALE,82,موقف الجمرات,باب أجياد,أداء عمرة
478523327,942818331,9/6/2021,6:00 PM,9:00 PM,MALE,92,موقف الجمرات,باب أجياد,أداء عمرة
478523328,942818332,9/6/2021,6:00 PM,9:00 PM,FEMALE,72,موقف الجمرات,باب السلام ,أداء عمرة
478523329,942818333,9/6/2021,6:00 PM,9:00 PM,MALE,42,الشبيكه,باب السلام ,أداء عمرة
478523330,942818334,9/6/2021,6:00 PM,9:00 PM,FEMALE,56,الشبيكه,باب السلام ,أداء عمرة
478523331,942818335,9/6/2021,6:00 PM,9:00 PM,MALE,22,الشبيكه,باب السلام ,أداء عمرة
478523332,942818336,9/6/2021,6:00 PM,9:00 PM,MALE,40,الشبيكه,باب السلام ,أداء عمرة
478523333,942818337,9/6/2021,6:00 PM,9:00 PM,MALE,46,الشبيكه,باب السلام ,أداء عمرة
478523334,942818338,9/6/2021,6:00 PM,9:00 PM,MALE,40,الشبيكه,باب السلام ,أداء عمرة
478523335,942818339,9/6/2021,6:00 PM,9:00 PM,MALE,46,الشبيكه,باب السلام ,أداء عمرة
478523336,942818340,9/6/2021,6:00 PM,9:00 PM,FEMALE,44,الشبيكه,باب السلام ,أداء عمرة
478523337,942818341,9/6/2021,6:00 PM,9:00 PM,MALE,58,الشبيكه,باب السلام ,أداء عمرة
478523338,942818342,9/6/2021,6:00 PM,9:00 PM,FEMALE,65,الشبيكه,باب السلام ,أداء عمرة
478523339,942818343,9/6/2021,6:00 PM,9:00 PM,MALE,57,الشبيكه,باب السلام ,أداء عمرة
478523340,942818344,9/6/2021,6:00 PM,9:00 PM,MALE,58,الشبيكه,باب السلام ,أداء عمرة
478523341,942818345,9/6/2021,6:00 PM,9:00 PM,MALE,60,موقف كدي,باب السلام ,أداء عمرة
478523342,942818346,9/6/2021,6:00 PM,9:00 PM,MALE,55,موقف كدي,باب السلام ,أداء عمرة
478523343,942818347,9/6/2021,6:00 PM,9:00 PM,MALE,22,موقف كدي,باب السلام ,أداء عمرة
478523344,942818348,9/6/2021,6:00 PM,9:00 PM,FEMALE,19,موقف كدي,باب السلام ,أداء عمرة
478523345,942818349,9/6/2021,6:00 PM,9:00 PM,MALE,37,موقف كدي,باب السلام ,أداء عمرة
478523346,942818350,9/6/2021,6:00 PM,9:00 PM,FEMALE,77,موقف كدي,باب السلام ,أداء عمرة
478523347,942818351,9/6/2021,6:00 PM,9:00 PM,MALE,45,موقف كدي,باب السلام ,أداء عمرة
478523348,942818352,9/6/2021,6:00 PM,9:00 PM,MALE,75,موقف كدي,باب السلام ,أداء عمرة
478523349,942818353,9/6/2021,6:00 PM,9:00 PM,MALE,65,موقف كدي,باب السلام ,أداء عمرة
478523350,942818354,9/6/2021,6:00 PM,9:00 PM,MALE,27,موقف كدي,باب السلام ,أداء عمرة
478523351,942818355,9/6/2021,6:00 PM,9:00 PM,MALE,28,موقف كدي,باب السلام ,أداء عمرة
478523352,942818356,9/6/2021,6:00 PM,9:00 PM,FEMALE,57,موقف كدي,باب السلام ,أداء عمرة
478523353,942818357,9/6/2021,6:00 PM,9:00 PM,MALE,58,موقف كدي,باب السلام ,أداء عمرة
478523354,942818358,9/6/2021,6:00 PM,9:00 PM,FEMALE,25,موقف كدي,باب السلام ,أداء عمرة
478523355,942818359,9/6/2021,6:00 PM,9:00 PM,MALE,26,موقف كدي,باب السلام ,أداء عمرة
478523356,942818360,9/6/2021,6:00 PM,9:00 PM,MALE,62,موقف كدي,باب السلام ,أداء عمرة
478523357,942818361,9/6/2021,6:00 PM,9:00 PM,MALE,52,موقف كدي,باب السلام ,أداء عمرة
478523358,942818362,9/6/2021,6:00 PM,9:00 PM,MALE,82,موقف الجمرات,باب السلام ,أداء عمرة
478523359,942818363,9/6/2021,6:00 PM,9:00 PM,MALE,92,موقف الجمرات,باب السلام ,أداء عمرة
478523360,942818364,9/6/2021,6:00 PM,9:00 PM,FEMALE,72,موقف الجمرات,باب السلام ,أداء عمرة
478523361,942818365,9/6/2021,6:00 PM,9:00 PM,MALE,42,موقف الجمرات,باب السلام ,أداء عمرة
478523362,942818366,9/6/2021,6:00 PM,9:00 PM,FEMALE,56,الشبيكه,باب السلام ,الصلاة في المسجد الحرام
478523363,942818367,9/6/2021,6:00 PM,9:00 PM,MALE,54,الشبيكه,باب السلام ,الصلاة في المسجد الحرام
478523364,942818368,9/6/2021,6:00 PM,9:00 PM,MALE,25,الشبيكه,باب السلام ,الصلاة في المسجد الحرام
478523365,942818369,9/6/2021,6:00 PM,9:00 PM,MALE,35,الشبيكه,باب السلام ,الصلاة في المسجد الحرام
478523366,942818370,9/6/2021,6:00 PM,9:00 PM,MALE,78,الشبيكه,باب السلام ,الصلاة في المسجد الحرام
478523367,942818371,9/6/2021,6:00 PM,9:00 PM,MALE,95,الشبيكه,باب السلام ,الصلاة في المسجد الحرام
478523368,942818372,9/6/2021,6:00 PM,9:00 PM,FEMALE,24,الشبيكه,باب السلام ,الصلاة في المسجد الحرام
478523369,942818373,9/6/2021,6:00 PM,9:00 PM,MALE,85,الشبيكه,باب السلام ,الصلاة في المسجد الحرام
478523370,942818374,9/6/2021,6:00 PM,9:00 PM,FEMALE,97,الشبيكه,باب السلام ,أداء عمرة
478523371,942818375,9/6/2021,6:00 PM,9:00 PM,MALE,54,الشبيكه,باب السلام ,أداء عمرة
478523372,942818376,9/6/2021,6:00 PM,9:00 PM,MALE,77,الشبيكه,باب السلام ,أداء عمرة
478523373,942818377,9/6/2021,6:00 PM,9:00 PM,MALE,23,الشبيكه,باب السلام ,أداء عمرة
478523374,942818378,9/6/2021,6:00 PM,9:00 PM,MALE,24,موقف كدي,باب السلام ,أداء عمرة
478523375,942818379,9/6/2021,6:00 PM,9:00 PM,MALE,25,موقف كدي,باب السلام ,أداء عمرة
478523376,942818380,9/6/2021,6:00 PM,9:00 PM,FEMALE,26,موقف كدي,باب السلام ,أداء عمرة
478523377,942818381,9/6/2021,6:00 PM,9:00 PM,MALE,62,موقف كدي,باب السلام ,أداء عمرة
478523378,942818382,9/6/2021,6:00 PM,9:00 PM,FEMALE,52,موقف كدي,باب السلام ,أداء عمرة
478523379,942818383,9/6/2021,6:00 PM,9:00 PM,MALE,82,موقف كدي,باب السلام ,أداء عمرة
478523380,942818384,9/6/2021,6:00 PM,9:00 PM,MALE,92,موقف كدي,باب السلام ,أداء عمرة
478523381,942818385,9/6/2021,6:00 PM,9:00 PM,MALE,72,موقف كدي,باب السلام ,أداء عمرة
478523382,942818386,9/6/2021,6:00 PM,9:00 PM,MALE,42,موقف كدي,باب السلام ,أداء عمرة
478523383,942818387,9/6/2021,6:00 PM,9:00 PM,MALE,56,موقف كدي,باب السلام ,أداء عمرة
478523384,942818388,9/6/2021,6:00 PM,9:00 PM,FEMALE,22,موقف كدي,باب السلام ,أداء عمرة
478523385,942818389,9/6/2021,6:00 PM,9:00 PM,MALE,40,موقف كدي,باب السلام ,أداء عمرة
478523386,942818390,9/6/2021,6:00 PM,9:00 PM,FEMALE,46,موقف كدي,باب السلام ,أداء عمرة
478523387,942818391,9/6/2021,6:00 PM,9:00 PM,MALE,44,موقف كدي,باب السلام ,أداء عمرة
478523388,942818392,9/6/2021,6:00 PM,9:00 PM,MALE,58,موقف كدي,باب السلام ,أداء عمرة
478523389,942818393,9/6/2021,6:00 PM,9:00 PM,MALE,65,موقف كدي,باب السلام ,أداء عمرة
478523390,942818394,9/6/2021,6:00 PM,9:00 PM,MALE,57,موقف كدي,باب السلام ,أداء عمرة
478523391,942818395,9/6/2021,6:00 PM,9:00 PM,MALE,58,موقف كدي,باب السلام ,أداء عمرة
478523392,942818396,9/6/2021,6:00 PM,9:00 PM,FEMALE,60,موقف كدي,باب السلام ,أداء عمرة
478523393,942818397,9/6/2021,6:00 PM,9:00 PM,MALE,66,موقف كدي,باب السلام ,أداء عمرة
478523394,942818398,9/6/2021,6:00 PM,9:00 PM,FEMALE,61,موقف كدي,باب السلام ,أداء عمرة
478523395,942818399,9/6/2021,6:00 PM,9:00 PM,MALE,62,موقف كدي,باب السلام ,أداء عمرة
478523396,942818400,9/6/2021,6:00 PM,9:00 PM,MALE,63,موقف كدي,باب السلام ,أداء عمرة
478523397,942818401,9/6/2021,6:00 PM,9:00 PM,MALE,78,موقف كدي,باب السلام ,أداء عمرة
478523398,942818402,9/6/2021,6:00 PM,9:00 PM,MALE,42,موقف كدي,باب السلام ,أداء عمرة
478523399,942818403,9/6/2021,6:00 PM,9:00 PM,MALE,56,موقف كدي,باب السلام ,أداء عمرة
478523400,942818404,9/6/2021,6:00 PM,9:00 PM,FEMALE,22,موقف كدي,باب السلام ,أداء عمرة
478523401,942818405,9/6/2021,6:00 PM,9:00 PM,MALE,40,موقف كدي,باب السلام ,أداء عمرة
478523402,942818406,9/6/2021,6:00 PM,9:00 PM,FEMALE,46,موقف كدي,باب السلام ,أداء عمرة
478523403,942818407,9/6/2021,6:00 PM,9:00 PM,MALE,44,موقف كدي,باب الملك فهد,أداء عمرة
478523404,942818408,9/6/2021,6:00 PM,9:00 PM,MALE,58,موقف كدي,باب الملك فهد,أداء عمرة
478523405,942818409,9/6/2021,6:00 PM,9:00 PM,MALE,65,موقف كدي,باب الملك فهد,أداء عمرة
478523406,942818410,9/6/2021,6:00 PM,9:00 PM,MALE,57,موقف الأمير متعب,باب الملك فهد,أداء عمرة
478523407,942818411,9/6/2021,6:00 PM,9:00 PM,MALE,58,موقف الأمير متعب,باب الملك فهد,أداء عمرة
478523408,942818412,9/6/2021,6:00 PM,9:00 PM,FEMALE,42,موقف الأمير متعب,باب الملك فهد,أداء عمرة
478523409,942818413,9/6/2021,6:00 PM,9:00 PM,MALE,56,موقف الأمير متعب,باب الملك فهد,أداء عمرة
478523410,942818414,9/6/2021,6:00 PM,9:00 PM,FEMALE,22,موقف الجمرات,باب الملك فهد,أداء عمرة
478523411,942818415,9/6/2021,6:00 PM,9:00 PM,MALE,40,موقف الجمرات,باب الملك فهد,أداء عمرة
478523412,942818416,9/6/2021,6:00 PM,9:00 PM,MALE,46,موقف الجمرات,باب الملك فهد,أداء عمرة
478523413,942818417,9/6/2021,6:00 PM,9:00 PM,MALE,44,موقف الجمرات,باب الملك فهد,أداء عمرة
478523414,942818418,9/6/2021,6:00 PM,9:00 PM,MALE,58,الشبيكه,باب الملك فهد,الصلاة في المسجد الحرام
478523415,942818419,9/6/2021,6:00 PM,9:00 PM,MALE,65,الشبيكه,باب الملك فهد,الصلاة في المسجد الحرام
478523416,942818420,9/6/2021,6:00 PM,9:00 PM,FEMALE,57,الشبيكه,باب الملك فهد,الصلاة في المسجد الحرام
478523417,942818421,9/6/2021,6:00 PM,9:00 PM,MALE,58,الشبيكه,باب الملك فهد,الصلاة في المسجد الحرام
478523418,942818422,9/6/2021,6:00 PM,9:00 PM,FEMALE,55,الشبيكه,باب الملك فهد,الصلاة في المسجد الحرام
478523419,942818423,9/6/2021,6:00 PM,9:00 PM,MALE,22,الشبيكه,باب الملك فهد,الصلاة في المسجد الحرام
478523420,942818424,9/6/2021,6:00 PM,9:00 PM,MALE,40,الشبيكه,باب الملك فهد,الصلاة في المسجد الحرام
478523421,942818425,9/6/2021,6:00 PM,9:00 PM,MALE,46,الشبيكه,باب الملك فهد,الصلاة في المسجد الحرام
478523422,942818426,9/6/2021,6:00 PM,9:00 PM,MALE,44,الشبيكه,باب الملك فهد,أداء عمرة
478523423,942818427,9/6/2021,6:00 PM,9:00 PM,MALE,58,الشبيكه,باب الملك فهد,أداء عمرة
478523424,942818428,9/6/2021,6:00 PM,9:00 PM,FEMALE,65,الشبيكه,باب الملك فهد,أداء عمرة
478523425,942818429,9/6/2021,6:00 PM,9:00 PM,MALE,57,الشبيكه,باب الملك فهد,أداء عمرة
478523426,942818430,9/6/2021,6:00 PM,9:00 PM,FEMALE,58,موقف كدي,باب الملك فهد,أداء عمرة
478523427,942818431,9/6/2021,6:00 PM,9:00 PM,MALE,60,موقف كدي,باب الملك فهد,أداء عمرة
478523428,942818432,9/6/2021,6:00 PM,9:00 PM,MALE,55,موقف كدي,باب الملك فهد,أداء عمرة
478523429,942818433,9/6/2021,6:00 PM,9:00 PM,MALE,22,موقف كدي,باب الملك فهد,أداء عمرة
478523430,942818434,9/6/2021,6:00 PM,9:00 PM,MALE,19,موقف كدي,باب الملك فهد,أداء عمرة
478523431,942818435,9/6/2021,6:00 PM,9:00 PM,MALE,37,موقف كدي,باب الملك فهد,أداء عمرة
478523432,942818436,9/6/2021,6:00 PM,9:00 PM,FEMALE,77,موقف كدي,باب الملك فهد,أداء عمرة
478523433,942818437,9/6/2021,6:00 PM,9:00 PM,MALE,45,موقف كدي,باب الملك فهد,أداء عمرة
478523434,942818438,9/6/2021,6:00 PM,9:00 PM,FEMALE,75,موقف كدي,باب الملك فهد,أداء عمرة
478523435,942818439,9/6/2021,6:00 PM,9:00 PM,MALE,65,موقف كدي,باب الملك فهد,أداء عمرة
478523436,942818440,9/6/2021,6:00 PM,9:00 PM,MALE,27,موقف كدي,باب الملك فهد,أداء عمرة
478523437,942818441,9/6/2021,6:00 PM,9:00 PM,MALE,28,موقف كدي,باب الملك فهد,أداء عمرة
478523438,942818442,9/6/2021,6:00 PM,9:00 PM,MALE,57,موقف كدي,باب الملك فهد,أداء عمرة
478523439,942818443,9/6/2021,6:00 PM,9:00 PM,MALE,58,موقف كدي,باب الملك فهد,أداء عمرة
478523440,942818444,9/6/2021,6:00 PM,9:00 PM,FEMALE,60,موقف كدي,باب الملك فهد,أداء عمرة
478523441,942818445,9/6/2021,6:00 PM,9:00 PM,MALE,55,موقف كدي,باب الملك فهد,أداء عمرة
478523442,942818446,9/6/2021,6:00 PM,9:00 PM,FEMALE,22,موقف كدي,باب الملك فهد,أداء عمرة
478523443,942818447,9/6/2021,6:00 PM,9:00 PM,MALE,19,موقف كدي,باب الملك فهد,أداء عمرة
478523444,942818448,9/6/2021,6:00 PM,9:00 PM,MALE,37,موقف كدي,باب الملك عبدالعزيز,أداء عمرة
478523445,942818449,9/6/2021,6:00 PM,9:00 PM,MALE,77,موقف كدي,باب الملك عبدالعزيز,أداء عمرة
478523446,942818450,9/6/2021,6:00 PM,9:00 PM,MALE,23,موقف كدي,باب الملك عبدالعزيز,أداء عمرة
478523447,942818451,9/6/2021,6:00 PM,9:00 PM,MALE,24,موقف كدي,باب الملك عبدالعزيز,أداء عمرة
478523448,942818452,9/6/2021,6:00 PM,9:00 PM,FEMALE,25,موقف كدي,باب الملك عبدالعزيز,أداء عمرة
478523449,942818453,9/6/2021,6:00 PM,9:00 PM,MALE,26,موقف كدي,باب الملك عبدالعزيز,أداء عمرة
478523450,942818454,9/6/2021,6:00 PM,9:00 PM,FEMALE,62,موقف كدي,باب الملك عبدالعزيز,أداء عمرة
478523451,942818455,9/6/2021,6:00 PM,9:00 PM,MALE,52,موقف كدي,باب الملك عبدالعزيز,أداء عمرة
478523452,942818456,9/6/2021,6:00 PM,9:00 PM,MALE,82,موقف كدي,باب الملك عبدالعزيز,أداء عمرة
478523453,942818457,9/6/2021,6:00 PM,9:00 PM,MALE,92,موقف الجمرات,باب الملك عبدالعزيز,أداء عمرة
478523454,942818458,9/6/2021,6:00 PM,9:00 PM,MALE,72,موقف الجمرات,باب الملك عبدالعزيز,أداء عمرة
478523455,942818459,9/6/2021,6:00 PM,9:00 PM,MALE,42,موقف الجمرات,باب الملك عبدالعزيز,أداء عمرة
478523456,942818460,9/6/2021,6:00 PM,9:00 PM,FEMALE,56,موقف الجمرات,باب الملك عبدالعزيز,أداء عمرة
478523457,942818461,9/6/2021,6:00 PM,9:00 PM,MALE,54,الشبيكه,باب الملك عبدالعزيز,أداء عمرة
478523458,942818462,9/6/2021,6:00 PM,9:00 PM,FEMALE,25,الشبيكه,باب الملك عبدالعزيز,أداء عمرة
478523459,942818463,9/6/2021,6:00 PM,9:00 PM,MALE,35,الشبيكه,باب الملك عبدالعزيز,أداء عمرة
478523460,942818464,9/6/2021,6:00 PM,9:00 PM,MALE,78,الشبيكه,باب الملك عبدالعزيز,أداء عمرة
478523461,942818465,9/6/2021,6:00 PM,9:00 PM,MALE,95,الشبيكه,باب الملك عبدالعزيز,أداء عمرة
478523462,942818466,9/6/2021,6:00 PM,9:00 PM,MALE,24,الشبيكه,باب الملك عبدالعزيز,أداء عمرة
478523463,942818467,9/6/2021,6:00 PM,9:00 PM,MALE,85,الشبيكه,باب الملك عبدالعزيز,أداء عمرة
478523464,942818468,9/6/2021,6:00 PM,9:00 PM,FEMALE,97,الشبيكه,باب الملك عبدالعزيز,أداء عمرة
478523465,942818469,9/6/2021,6:00 PM,9:00 PM,MALE,54,الشبيكه,باب الملك عبدالعزيز,أداء عمرة
478523466,942818470,9/6/2021,6:00 PM,9:00 PM,FEMALE,65,الشبيكه,باب الملك عبدالعزيز,الصلاة في المسجد الحرام
